case_id,start_time,end_time,involved_device_count,fused_latitude,fused_longitude,estimated_scene_type,final_result,response_status,response_time_sec,evidence_generated
CASE000394,2026-01-13 20:38:42,2026-01-13 21:00:42,5,31.23026783203343,121.4672717996301,arterial_road,confirmed_firework,closed,1774,1
CASE000395,2026-01-13 21:01:59,2026-01-13 21:20:42,2,31.22760752625792,121.6047508563319,industrial_park,confirmed_firework,handled,1264,1
CASE000396,2026-01-13 21:34:13,2026-01-13 21:57:39,4,31.186691962237468,121.55143956704703,construction_site,confirmed_firework,handled,1305,1
CASE000397,2026-01-13 22:08:24,2026-01-13 22:29:17,3,31.200874816568078,121.46238424968088,construction_site,confirmed_firework,closed,1043,1
CASE000398,2026-01-13 22:41:16,2026-01-13 22:53:57,3,31.199750578656932,121.52256604448988,arterial_road,confirmed_firework,closed,183,1
CASE000399,2026-01-13 23:18:10,2026-01-13 23:28:01,3,31.21402952173257,121.46998587648396,construction_site,confirmed_firework,handled,782,1
CASE000400,2026-01-13 23:53:58,2026-01-13 23:58:18,2,31.162395839194005,121.49360876142136,residential_area,confirmed_firework,handled,1415,1
CASE000401,2026-01-14 03:42:48,2026-01-14 03:55:31,2,31.25774200876279,121.44507985686761,residential_area,confirmed_firework,handled,567,1
CASE000402,2026-01-14 04:52:44,2026-01-14 04:55:44,1,31.24888300437745,121.54528574878589,arterial_road,suspected_firework,closed,1374,1
CASE000403,2026-01-14 05:46:33,2026-01-14 05:49:33,1,31.24568704083014,121.57900331385885,residential_area,suspected_firework,handled,766,1
CASE000404,2026-01-14 06:04:25,2026-01-14 06:24:18,2,31.242774618685377,121.57332980125048,arterial_road,confirmed_firework,handled,1639,1
CASE000405,2026-01-14 08:23:55,2026-01-14 08:26:55,1,31.043102887621583,121.52777381761518,industrial_park,suspected_firework,under_review,1307,1
CASE000406,2026-01-14 09:45:24,2026-01-14 09:48:24,1,31.215403208906462,121.5558078799137,residential_area,suspected_firework,handled,761,1
CASE000407,2026-01-14 12:28:38,2026-01-14 12:31:38,1,31.21159089663293,121.41293327500365,industrial_park,suspected_firework,closed,204,1
CASE000408,2026-01-14 14:38:32,2026-01-14 15:01:16,2,31.2200458943556,121.4225321333497,arterial_road,confirmed_firework,closed,635,1
CASE000409,2026-01-14 16:45:39,2026-01-14 16:48:39,1,31.126395674065364,121.49930307814417,industrial_park,suspected_firework,handled,1100,1
CASE000410,2026-01-14 17:03:32,2026-01-14 17:21:49,3,31.142697537621267,121.45931553277434,construction_site,confirmed_firework,under_review,141,1
CASE000411,2026-01-14 17:48:19,2026-01-14 17:51:19,1,31.21770340839799,121.55573878904872,residential_area,suspected_firework,under_review,1490,1
CASE000412,2026-01-14 18:10:34,2026-01-14 18:18:45,2,31.21483260703273,121.56400866384824,industrial_park,confirmed_firework,handled,1220,1
CASE000413,2026-01-14 18:56:27,2026-01-14 18:59:27,1,31.213421231088404,121.39653667416734,arterial_road,suspected_firework,handled,688,1
CASE000414,2026-01-14 19:18:51,2026-01-14 19:26:59,2,31.2333044898703,121.49336307158435,residential_area,confirmed_firework,handled,1237,1
CASE000415,2026-01-14 19:51:50,2026-01-14 19:54:50,1,31.13754232448327,121.44210171865436,residential_area,suspected_firework,handled,1739,1
CASE000416,2026-01-14 19:59:48,2026-01-14 20:31:50,4,31.149004276343987,121.51391813072054,residential_area,confirmed_firework,handled,227,1
CASE000417,2026-01-14 20:31:57,2026-01-14 20:53:08,2,31.264803809708248,121.38432222195503,arterial_road,confirmed_firework,under_review,1342,1
CASE000418,2026-01-14 21:10:03,2026-01-14 21:21:32,3,31.184212641294387,121.39787506678148,arterial_road,confirmed_firework,handled,1516,1
CASE000419,2026-01-14 22:17:24,2026-01-14 22:25:48,3,31.237379272128987,121.50856614128466,arterial_road,confirmed_firework,closed,941,1
CASE000420,2026-01-14 22:42:07,2026-01-14 22:45:07,1,31.296573714077866,121.38022351060833,arterial_road,suspected_firework,handled,544,1
CASE000421,2026-01-14 23:17:18,2026-01-14 23:29:18,5,31.211165205833073,121.50334879378703,construction_site,confirmed_firework,under_review,497,1
CASE000422,2026-01-14 23:40:53,2026-01-14 23:59:57,5,31.20720917276151,121.54591540484321,arterial_road,confirmed_firework,handled,530,1
CASE000423,2026-01-15 00:10:04,2026-01-15 00:13:04,1,31.21577480271516,121.55577205545414,residential_area,suspected_firework,handled,1223,0
CASE000424,2026-01-15 00:50:26,2026-01-15 00:53:26,1,31.25089354068109,121.52401552912755,arterial_road,suspected_firework,under_review,1470,1
CASE000425,2026-01-15 01:07:48,2026-01-15 01:11:56,2,31.145907472035635,121.46226283913639,arterial_road,confirmed_firework,closed,733,1
CASE000426,2026-01-15 01:51:49,2026-01-15 01:54:49,1,31.191021257731403,121.50023731439583,arterial_road,suspected_firework,handled,1426,1
CASE000427,2026-01-15 02:08:06,2026-01-15 02:11:06,1,31.21344022458672,121.38375540912016,arterial_road,suspected_firework,handled,568,1
CASE000428,2026-01-15 04:50:02,2026-01-15 04:53:02,1,31.127577641822274,121.35192680404977,construction_site,suspected_firework,closed,461,0
CASE000429,2026-01-15 06:03:31,2026-01-15 06:06:31,1,31.060699649498122,121.49613816847378,construction_site,suspected_firework,under_review,1413,1
CASE000430,2026-01-15 06:53:57,2026-01-15 06:56:57,1,31.15910301764413,121.5512423400424,construction_site,suspected_firework,handled,156,1
CASE000431,2026-01-15 07:38:49,2026-01-15 07:41:49,1,31.21441068676699,121.41356186181012,industrial_park,suspected_firework,under_review,446,1
CASE000432,2026-01-15 10:25:59,2026-01-15 10:28:59,1,31.18051004642211,121.53047652395676,construction_site,suspected_firework,closed,560,1
CASE000433,2026-01-15 13:00:07,2026-01-15 13:03:07,1,31.28790997793742,121.41144614248867,residential_area,suspected_firework,under_review,1770,1
CASE000434,2026-01-15 14:01:56,2026-01-15 14:04:56,1,31.156494557254668,121.41105479848187,arterial_road,suspected_firework,handled,316,1
CASE000435,2026-01-15 15:12:26,2026-01-15 15:15:26,1,31.22847714129993,121.304087474577,construction_site,suspected_firework,closed,1736,1
CASE000436,2026-01-15 16:06:39,2026-01-15 16:09:39,1,31.24262853387625,121.52737848457994,residential_area,suspected_firework,closed,931,1
CASE000437,2026-01-15 17:08:21,2026-01-15 17:11:21,1,31.21815988902806,121.5751569797783,industrial_park,suspected_firework,under_review,619,1
CASE000438,2026-01-15 17:31:17,2026-01-15 17:38:39,2,31.206196232506546,121.40480199310466,construction_site,confirmed_firework,handled,1118,1
CASE000439,2026-01-15 17:59:24,2026-01-15 18:23:30,4,31.174290060132808,121.5033580150253,residential_area,confirmed_firework,closed,896,1
CASE000440,2026-01-15 18:39:00,2026-01-15 18:57:02,3,31.26036865211714,121.4600534446847,arterial_road,confirmed_firework,under_review,522,1
CASE000441,2026-01-15 19:13:50,2026-01-15 19:16:50,1,31.12259706719779,121.35158868831861,construction_site,suspected_firework,handled,521,1
CASE000442,2026-01-15 19:32:14,2026-01-15 19:54:13,3,31.169258515233924,121.44792419847045,residential_area,confirmed_firework,handled,1526,1
CASE000443,2026-01-15 20:30:05,2026-01-15 20:51:33,3,31.222990842303933,121.49216268775336,residential_area,confirmed_firework,handled,1420,1
CASE000444,2026-01-15 21:08:56,2026-01-15 21:30:54,3,31.242607835542902,121.50058740454408,residential_area,confirmed_firework,closed,310,1
CASE000445,2026-01-15 21:36:21,2026-01-15 22:01:23,3,31.22568438138355,121.49794717016158,industrial_park,confirmed_firework,closed,979,1
CASE000446,2026-01-15 21:59:17,2026-01-15 22:21:28,4,31.210932169112166,121.43351350134907,residential_area,confirmed_firework,closed,869,1
CASE000447,2026-01-15 22:29:38,2026-01-15 22:59:06,6,31.234056483156614,121.49454982059103,residential_area,confirmed_firework,handled,137,1
CASE000448,2026-01-15 23:10:08,2026-01-15 23:30:39,4,31.235346477411028,121.46498526310744,residential_area,confirmed_firework,handled,1117,1
CASE000449,2026-01-15 23:39:04,2026-01-15 23:58:52,3,31.208621516485383,121.42581360539205,arterial_road,confirmed_firework,handled,1058,1
CASE000450,2026-01-16 00:13:51,2026-01-16 00:30:10,2,31.259893574501987,121.50667613565429,construction_site,confirmed_firework,under_review,1188,1
CASE000451,2026-01-16 01:09:59,2026-01-16 01:31:37,7,31.225755521400785,121.51409747559767,residential_area,confirmed_firework,handled,1294,0
CASE000452,2026-01-16 02:00:05,2026-01-16 02:14:07,4,31.18319367347273,121.4165717359611,construction_site,confirmed_firework,under_review,1086,1
CASE000453,2026-01-16 02:34:58,2026-01-16 02:44:25,3,31.23507960544589,121.43443832249233,arterial_road,confirmed_firework,closed,1054,1
CASE000454,2026-01-16 03:12:46,2026-01-16 03:15:46,1,31.25032155688243,121.50423550455795,residential_area,suspected_firework,handled,280,1
CASE000455,2026-01-16 03:48:54,2026-01-16 04:00:09,3,31.259168750014023,121.40930419722216,residential_area,confirmed_firework,handled,540,1
CASE000456,2026-01-16 04:11:24,2026-01-16 04:19:08,3,31.204182151111088,121.44278868479581,residential_area,confirmed_firework,handled,290,1
CASE000457,2026-01-16 04:31:13,2026-01-16 04:53:15,2,31.214812568486416,121.44672642151968,arterial_road,confirmed_firework,under_review,194,1
CASE000458,2026-01-16 05:41:23,2026-01-16 05:58:02,2,31.152629477829944,121.45319621449941,residential_area,confirmed_firework,handled,1720,1
CASE000459,2026-01-16 06:30:49,2026-01-16 06:34:06,2,31.18620316134002,121.44931378778847,construction_site,confirmed_firework,closed,325,1
CASE000460,2026-01-16 07:07:05,2026-01-16 07:21:43,2,31.188071545777085,121.41291196208776,construction_site,confirmed_firework,under_review,1305,1
CASE000461,2026-01-16 07:34:37,2026-01-16 07:57:24,3,31.17163407345923,121.41121057439851,arterial_road,confirmed_firework,closed,810,1
CASE000462,2026-01-16 08:03:35,2026-01-16 08:18:40,3,31.241507128184683,121.49942671373684,arterial_road,confirmed_firework,handled,688,1
CASE000463,2026-01-16 09:35:25,2026-01-16 09:52:42,3,31.2279638261224,121.44079239603215,arterial_road,confirmed_firework,handled,530,1
CASE000464,2026-01-16 10:36:15,2026-01-16 10:45:06,2,31.222246419384426,121.47238574437938,arterial_road,confirmed_firework,under_review,1109,1
CASE000465,2026-01-16 11:19:09,2026-01-16 11:22:09,1,31.24198491196953,121.53667350708065,arterial_road,suspected_firework,under_review,492,1
CASE000466,2026-01-16 11:35:05,2026-01-16 12:01:42,3,31.178609094025823,121.50226838930291,arterial_road,confirmed_firework,handled,922,1
CASE000467,2026-01-16 12:22:02,2026-01-16 12:25:02,1,31.27912700543079,121.50418159710934,residential_area,suspected_firework,handled,1261,1
CASE000468,2026-01-16 12:32:39,2026-01-16 12:35:39,1,31.183858265088745,121.41606367680619,residential_area,suspected_firework,closed,869,1
CASE000469,2026-01-16 13:23:04,2026-01-16 13:30:49,3,31.222917488431083,121.38218196184066,residential_area,confirmed_firework,handled,1028,0
CASE000470,2026-01-16 13:30:01,2026-01-16 14:01:27,3,31.234951117116083,121.40060503542678,construction_site,confirmed_firework,handled,1627,1
CASE000471,2026-01-16 14:35:17,2026-01-16 14:51:20,2,31.234080093620342,121.54532012246239,construction_site,confirmed_firework,handled,1398,1
CASE000472,2026-01-16 15:10:19,2026-01-16 15:13:19,1,31.186190992282953,121.4956860613812,arterial_road,suspected_firework,handled,709,1
CASE000473,2026-01-16 15:38:58,2026-01-16 15:59:14,4,31.155463465304383,121.46399954164298,residential_area,confirmed_firework,handled,1630,1
CASE000474,2026-01-16 16:19:34,2026-01-16 16:22:34,1,31.24409652751592,121.53208281614634,arterial_road,suspected_firework,under_review,247,1
CASE000475,2026-01-16 16:32:40,2026-01-16 16:35:40,1,31.227187954695637,121.32599407241861,residential_area,suspected_firework,closed,1578,1
CASE000476,2026-01-16 16:59:33,2026-01-16 17:29:27,7,31.170703260446306,121.50991772646286,residential_area,confirmed_firework,under_review,377,1
CASE000477,2026-01-16 17:30:05,2026-01-16 17:56:06,10,31.1888743801405,121.45432006284734,construction_site,confirmed_firework,closed,1245,1
CASE000478,2026-01-16 17:59:30,2026-01-16 18:31:24,16,31.21742609475656,121.45938464952273,residential_area,confirmed_firework,handled,1302,1
CASE000479,2026-01-16 18:35:17,2026-01-16 18:59:44,10,31.19627923867471,121.49346320465935,residential_area,confirmed_firework,closed,799,1
CASE000480,2026-01-16 18:59:00,2026-01-16 19:31:14,11,31.224532148338284,121.42503401624916,arterial_road,confirmed_firework,closed,583,1
CASE000481,2026-01-16 19:34:18,2026-01-16 20:01:20,14,31.225519310354844,121.42720996427028,residential_area,confirmed_firework,closed,539,1
CASE000482,2026-01-16 20:13:14,2026-01-16 20:28:27,5,31.1823580481489,121.3855702809961,construction_site,confirmed_firework,under_review,1378,1
CASE000483,2026-01-16 20:29:33,2026-01-16 20:59:21,16,31.215102707497078,121.4241586067974,residential_area,confirmed_firework,handled,705,1
CASE000484,2026-01-16 20:59:10,2026-01-16 21:31:53,21,31.207602918673008,121.47216587181151,residential_area,confirmed_firework,handled,1039,1
CASE000485,2026-01-16 21:29:31,2026-01-16 22:00:32,18,31.19522704253779,121.47357715399288,industrial_park,confirmed_firework,closed,1421,1
CASE000486,2026-01-16 22:00:43,2026-01-16 22:31:57,15,31.216744332503726,121.50564778554043,residential_area,confirmed_firework,handled,476,0
CASE000487,2026-01-16 22:30:12,2026-01-16 23:00:50,11,31.216664904706526,121.48842055265224,construction_site,confirmed_firework,handled,330,1
CASE000488,2026-01-16 23:01:23,2026-01-16 23:31:14,17,31.17064746338107,121.46445056737866,residential_area,confirmed_firework,handled,1059,0
CASE000489,2026-01-16 23:31:58,2026-01-17 00:01:04,16,31.20211185178728,121.46189610489682,residential_area,confirmed_firework,closed,373,1
CASE000490,2026-01-17 00:20:07,2026-01-17 00:23:07,1,31.189191026116372,121.39282766965131,residential_area,suspected_firework,handled,641,1
CASE000491,2026-01-17 00:38:36,2026-01-17 00:41:36,1,31.19314221755742,121.58622022531253,arterial_road,suspected_firework,closed,836,1
CASE000492,2026-01-17 01:08:34,2026-01-17 01:11:34,1,31.193749719461742,121.58545868550414,arterial_road,suspected_firework,handled,1493,1
CASE000493,2026-01-17 01:30:28,2026-01-17 01:33:28,1,31.09390015544847,121.46491377525699,arterial_road,suspected_firework,under_review,1483,1
CASE000494,2026-01-17 02:08:30,2026-01-17 02:31:47,2,31.183728599141194,121.43631332297961,residential_area,confirmed_firework,handled,1543,1
CASE000495,2026-01-17 03:13:35,2026-01-17 03:22:35,2,31.222704631428115,121.5303326396006,industrial_park,confirmed_firework,closed,840,1
CASE000496,2026-01-17 03:52:21,2026-01-17 03:56:46,2,31.12441717550644,121.545347349399,construction_site,confirmed_firework,handled,877,1
CASE000497,2026-01-17 04:09:42,2026-01-17 04:30:30,2,31.258620207231353,121.43953474201696,construction_site,confirmed_firework,closed,956,1
CASE000498,2026-01-17 04:42:21,2026-01-17 04:46:52,2,31.275723857857752,121.51774054257167,arterial_road,confirmed_firework,closed,972,1
CASE000499,2026-01-17 04:59:29,2026-01-17 05:04:13,2,31.102925280311734,121.45818505417881,arterial_road,confirmed_firework,under_review,349,1
CASE000500,2026-01-17 05:37:01,2026-01-17 05:46:41,2,31.19626296183615,121.41982303845008,arterial_road,confirmed_firework,under_review,840,1
CASE000501,2026-01-17 06:03:52,2026-01-17 06:24:41,2,31.246563275492562,121.44725677304936,arterial_road,confirmed_firework,closed,1269,1
CASE000502,2026-01-17 06:56:57,2026-01-17 06:59:57,1,31.235351503392526,121.62489679997921,residential_area,suspected_firework,handled,1685,1
CASE000503,2026-01-17 07:01:23,2026-01-17 07:04:23,1,31.289749894687972,121.39723727831772,arterial_road,suspected_firework,closed,1715,1
CASE000504,2026-01-17 09:19:44,2026-01-17 09:22:44,1,31.12848495443667,121.56121628081011,arterial_road,suspected_firework,closed,1350,1
CASE000505,2026-01-17 09:35:22,2026-01-17 10:01:15,2,31.239914798660553,121.58175355935556,arterial_road,confirmed_firework,handled,693,1
CASE000506,2026-01-17 10:26:21,2026-01-17 10:29:21,1,31.197847236523128,121.40162183905193,arterial_road,suspected_firework,handled,1018,1
CASE000507,2026-01-17 13:41:08,2026-01-17 13:44:08,1,31.28857215363126,121.38868601671363,arterial_road,suspected_firework,handled,1355,1
CASE000508,2026-01-17 14:05:57,2026-01-17 14:15:16,2,31.246402189043366,121.55036418562786,construction_site,confirmed_firework,closed,1344,1
CASE000509,2026-01-17 14:31:53,2026-01-17 14:34:53,1,31.196052855192914,121.39844803050322,arterial_road,suspected_firework,under_review,1059,1
CASE000510,2026-01-17 15:26:56,2026-01-17 15:29:56,1,31.1265402633322,121.34848009907873,construction_site,suspected_firework,under_review,917,1
CASE000511,2026-01-17 15:53:45,2026-01-17 15:56:45,1,31.22720742281698,121.50994091836775,industrial_park,suspected_firework,handled,1735,1
CASE000512,2026-01-17 16:41:34,2026-01-17 16:44:34,1,31.217971216646735,121.42762434744984,industrial_park,suspected_firework,closed,772,1
CASE000513,2026-01-17 16:59:22,2026-01-17 17:27:07,9,31.193993595024942,121.4772401415781,arterial_road,confirmed_firework,handled,849,1
CASE000514,2026-01-17 17:33:43,2026-01-17 17:59:00,7,31.18959635013694,121.47122344534635,arterial_road,confirmed_firework,closed,208,1
CASE000515,2026-01-17 18:07:26,2026-01-17 18:14:34,3,31.17679615907617,121.51175382502716,arterial_road,confirmed_firework,handled,1085,1
CASE000516,2026-01-17 18:29:24,2026-01-17 19:01:31,3,31.18755811319376,121.42381086854151,construction_site,confirmed_firework,handled,1729,1
CASE000517,2026-01-17 19:08:40,2026-01-17 19:26:09,4,31.172755259683,121.42175886467795,arterial_road,confirmed_firework,handled,1550,1
CASE000518,2026-01-17 19:39:16,2026-01-17 19:42:16,1,31.216128416994945,121.37549393034372,arterial_road,suspected_firework,handled,706,1
CASE000519,2026-01-17 20:06:45,2026-01-17 20:30:49,5,31.161354509093737,121.43963004080729,residential_area,confirmed_firework,handled,185,1
CASE000520,2026-01-17 20:31:53,2026-01-17 20:54:52,4,31.20466671173955,121.48252543918312,industrial_park,confirmed_firework,handled,1667,1
CASE000521,2026-01-17 21:04:07,2026-01-17 21:22:12,5,31.201791677803012,121.48623336832678,arterial_road,confirmed_firework,closed,1233,1
CASE000522,2026-01-17 21:32:32,2026-01-17 22:01:46,10,31.227180588783813,121.44186472750856,residential_area,confirmed_firework,under_review,640,1
CASE000523,2026-01-17 22:04:29,2026-01-17 22:27:32,11,31.203528339834904,121.47709443175242,arterial_road,confirmed_firework,under_review,793,1
CASE000524,2026-01-17 22:48:16,2026-01-17 22:59:22,4,31.22636023825846,121.50347818326723,arterial_road,confirmed_firework,closed,1686,1
CASE000525,2026-01-17 23:11:09,2026-01-17 23:30:41,7,31.155563315464796,121.46567806998708,industrial_park,confirmed_firework,closed,628,1
CASE000526,2026-01-17 23:29:43,2026-01-17 23:58:11,4,31.234911611327046,121.43404571723651,arterial_road,confirmed_firework,under_review,1794,1
CASE000527,2026-01-18 00:15:33,2026-01-18 00:18:33,1,31.187942448036758,121.38933790073673,residential_area,suspected_firework,handled,668,1
CASE000528,2026-01-18 00:41:18,2026-01-18 01:00:24,3,31.25761188796158,121.46367362395766,arterial_road,confirmed_firework,closed,1731,1
CASE000529,2026-01-18 02:50:14,2026-01-18 02:54:16,2,31.214263260936345,121.4942716738556,industrial_park,confirmed_firework,closed,924,1
CASE000530,2026-01-18 03:02:04,2026-01-18 03:28:25,3,31.165931385394856,121.53581893483498,arterial_road,confirmed_firework,handled,1038,1
CASE000531,2026-01-18 03:55:46,2026-01-18 03:58:46,1,31.231311951315952,121.57847928741225,construction_site,suspected_firework,handled,1110,1
CASE000532,2026-01-18 04:53:20,2026-01-18 05:01:14,2,31.140231949279265,121.46053146222025,arterial_road,confirmed_firework,handled,785,1
CASE000533,2026-01-18 05:22:05,2026-01-18 05:25:05,1,31.21541025243437,121.42416353586002,industrial_park,suspected_firework,under_review,1527,1
CASE000534,2026-01-18 05:39:12,2026-01-18 05:50:02,2,31.090398092131462,121.54487543259752,arterial_road,confirmed_firework,closed,807,1
CASE000535,2026-01-18 06:49:40,2026-01-18 06:52:40,1,31.126542894346436,121.35085965843511,construction_site,suspected_firework,closed,321,1
CASE000536,2026-01-18 06:59:59,2026-01-18 07:25:22,2,31.17779334534103,121.47769310873048,arterial_road,confirmed_firework,handled,1021,1
CASE000537,2026-01-18 07:29:01,2026-01-18 07:45:49,3,31.211506076974903,121.47991191842614,arterial_road,confirmed_firework,handled,854,1
CASE000538,2026-01-18 08:40:48,2026-01-18 08:59:07,2,31.211957459963642,121.51972882911701,construction_site,confirmed_firework,closed,798,1
CASE000539,2026-01-18 09:12:25,2026-01-18 09:27:21,2,31.217705497162214,121.52929222835432,arterial_road,confirmed_firework,under_review,896,1
CASE000540,2026-01-18 09:39:44,2026-01-18 09:42:44,1,31.215115710728362,121.41884196505784,industrial_park,suspected_firework,handled,849,1
CASE000541,2026-01-18 10:02:14,2026-01-18 10:22:02,2,31.166432777185143,121.4840140685536,arterial_road,confirmed_firework,handled,123,1
CASE000542,2026-01-18 10:41:44,2026-01-18 10:44:44,1,31.250929618235904,121.57816628825817,residential_area,suspected_firework,handled,556,1
CASE000543,2026-01-18 11:04:10,2026-01-18 11:26:02,2,31.229519331414032,121.47645721536638,industrial_park,confirmed_firework,handled,515,0
CASE000544,2026-01-18 12:38:12,2026-01-18 12:45:19,2,31.21204487276441,121.46808421136188,construction_site,confirmed_firework,handled,1368,1
CASE000545,2026-01-18 13:04:31,2026-01-18 13:11:00,2,31.274578391706925,121.43582849270497,industrial_park,confirmed_firework,under_review,163,1
CASE000546,2026-01-18 13:38:01,2026-01-18 13:41:01,1,31.206179808163593,121.28239566137663,construction_site,suspected_firework,closed,1556,1
CASE000547,2026-01-18 14:17:16,2026-01-18 14:20:16,1,31.223035828013966,121.49971073767105,arterial_road,suspected_firework,closed,583,1
CASE000548,2026-01-18 14:42:33,2026-01-18 14:45:33,1,31.079861709854463,121.44452444357094,arterial_road,suspected_firework,handled,1446,1
CASE000549,2026-01-18 15:22:36,2026-01-18 15:25:36,1,31.190168374890995,121.38861363991212,residential_area,suspected_firework,handled,197,1
CASE000550,2026-01-18 15:32:17,2026-01-18 15:46:11,2,31.21927380140396,121.5400746484593,industrial_park,confirmed_firework,handled,919,1
CASE000551,2026-01-18 16:33:56,2026-01-18 16:45:13,2,31.2471380483121,121.53136980370753,residential_area,confirmed_firework,handled,1778,0
CASE000552,2026-01-18 17:04:06,2026-01-18 17:31:06,7,31.197848221734063,121.46730391243445,residential_area,confirmed_firework,closed,1777,1
CASE000553,2026-01-18 17:35:46,2026-01-18 17:55:33,2,31.101013207585446,121.56184075471744,industrial_park,confirmed_firework,handled,1703,1
CASE000554,2026-01-18 18:03:50,2026-01-18 18:26:08,4,31.18482104932006,121.47343640485997,residential_area,confirmed_firework,closed,1685,1
CASE000555,2026-01-18 18:29:00,2026-01-18 18:49:07,6,31.195085861696427,121.43765044751235,industrial_park,confirmed_firework,under_review,541,1
CASE000556,2026-01-18 19:04:28,2026-01-18 19:29:36,3,31.13918272485068,121.40378205440739,residential_area,confirmed_firework,handled,1423,1
CASE000557,2026-01-18 19:29:20,2026-01-18 19:55:16,6,31.19684190997447,121.50534252798697,arterial_road,confirmed_firework,handled,1262,1
CASE000558,2026-01-18 20:07:19,2026-01-18 20:30:47,3,31.14995496378312,121.43245817040464,residential_area,confirmed_firework,handled,1384,1
CASE000559,2026-01-18 20:29:42,2026-01-18 20:56:23,6,31.22049745514504,121.47228976321023,arterial_road,confirmed_firework,under_review,1692,1
CASE000560,2026-01-18 21:08:47,2026-01-18 21:30:58,9,31.206965943397552,121.45840913647126,residential_area,confirmed_firework,under_review,155,1
CASE000561,2026-01-18 21:30:15,2026-01-18 22:01:30,10,31.192723008845007,121.47223628086509,residential_area,confirmed_firework,closed,1795,1
CASE000562,2026-01-18 22:07:25,2026-01-18 22:31:19,8,31.21765854172674,121.4752158039165,residential_area,confirmed_firework,under_review,232,1
CASE000563,2026-01-18 22:29:40,2026-01-18 22:58:30,11,31.22257278364512,121.47027459196752,residential_area,confirmed_firework,closed,1257,1
CASE000564,2026-01-18 23:01:25,2026-01-18 23:20:52,9,31.20018473989286,121.44351281921561,residential_area,confirmed_firework,closed,1104,1
CASE000565,2026-01-18 23:32:15,2026-01-18 23:58:57,5,31.230697624933008,121.4030092982696,residential_area,confirmed_firework,under_review,886,1
CASE000566,2026-01-19 02:32:14,2026-01-19 02:35:14,1,31.236673108490617,121.62192916209158,residential_area,suspected_firework,under_review,857,1
CASE000567,2026-01-19 03:08:14,2026-01-19 03:17:46,2,31.19493462749353,121.49967495385803,arterial_road,confirmed_firework,closed,977,1
CASE000568,2026-01-19 03:38:50,2026-01-19 04:01:33,2,31.164182683065135,121.46100291137095,arterial_road,confirmed_firework,handled,1075,1
CASE000569,2026-01-19 04:42:47,2026-01-19 04:45:47,1,31.221034780787015,121.40506983745838,residential_area,suspected_firework,handled,1318,1
CASE000570,2026-01-19 05:20:52,2026-01-19 05:23:52,1,31.151917207104628,121.50148356361335,construction_site,suspected_firework,closed,294,1
CASE000571,2026-01-19 06:42:48,2026-01-19 06:45:48,1,31.159026957280222,121.60229191978829,residential_area,suspected_firework,closed,808,1
CASE000572,2026-01-19 07:29:25,2026-01-19 08:01:57,3,31.23443487752334,121.53540036341155,arterial_road,confirmed_firework,handled,421,1
CASE000573,2026-01-19 09:34:26,2026-01-19 09:37:26,1,31.341831094300876,121.54378974347162,arterial_road,suspected_firework,closed,227,1
CASE000574,2026-01-19 11:05:13,2026-01-19 11:08:13,1,31.21566682522892,121.38310686146205,arterial_road,suspected_firework,handled,1330,0
CASE000575,2026-01-19 12:59:25,2026-01-19 13:02:25,1,31.21196706887895,121.39987209193688,arterial_road,suspected_firework,under_review,1474,0
CASE000576,2026-01-19 13:35:09,2026-01-19 13:38:09,1,31.23260155182306,121.50216928610253,industrial_park,suspected_firework,handled,711,1
CASE000577,2026-01-19 17:02:41,2026-01-19 17:20:12,2,31.187523426965644,121.54236203651283,industrial_park,confirmed_firework,handled,855,1
CASE000578,2026-01-19 17:46:44,2026-01-19 18:01:12,3,31.21615388853729,121.50371144115108,arterial_road,confirmed_firework,handled,1282,1
CASE000579,2026-01-19 18:21:34,2026-01-19 18:28:44,2,31.217649260327015,121.45911332024296,arterial_road,confirmed_firework,under_review,907,1
CASE000580,2026-01-19 18:32:35,2026-01-19 18:56:47,3,31.21256842862811,121.42061531260602,construction_site,confirmed_firework,under_review,1723,1
CASE000581,2026-01-19 19:12:43,2026-01-19 19:15:43,1,31.23940933217425,121.4680182465395,residential_area,suspected_firework,handled,125,1
CASE000582,2026-01-19 19:31:13,2026-01-19 19:50:19,3,31.197124742646686,121.53838809392968,construction_site,confirmed_firework,closed,1376,1
CASE000583,2026-01-19 20:25:06,2026-01-19 20:28:06,1,31.224686101809965,121.5098687127232,industrial_park,suspected_firework,under_review,957,1
CASE000584,2026-01-19 20:40:23,2026-01-19 20:50:05,2,31.264446287095144,121.47614566849361,residential_area,confirmed_firework,handled,291,1
CASE000585,2026-01-19 21:22:24,2026-01-19 21:28:50,2,31.254331191157085,121.3964104950033,arterial_road,confirmed_firework,closed,861,1
CASE000586,2026-01-19 21:47:16,2026-01-19 22:00:45,4,31.203296646743194,121.48540144990216,residential_area,confirmed_firework,under_review,605,1
CASE000587,2026-01-19 22:01:37,2026-01-19 22:14:14,4,31.18708720606046,121.50197780372918,residential_area,confirmed_firework,handled,1413,0
CASE000588,2026-01-19 22:29:50,2026-01-19 22:55:51,4,31.23984822536299,121.48330891309507,industrial_park,confirmed_firework,under_review,1099,1
CASE000589,2026-01-19 23:13:53,2026-01-19 23:27:51,2,31.2322113776535,121.44885741043461,arterial_road,confirmed_firework,closed,263,1
