alert_id,clip_id,device_id,alert_time,time_bucket,threshold_version,score_at_alert,alert_level,pushed_to_platform,pushed_delay_ms,operator_review_result,review_time_sec
A_v070_0001667,C0004783,D0014,2026-01-29 20:11:44,evening_peak,v070,0.9491856127431193,high,1,3211,confirmed_firework,122
A_v070_0001668,C0004784,D0048,2026-01-13 17:35:29,evening_peak,v070,0.8253611987088874,medium,1,4085,confirmed_firework,132
A_v070_0001669,C0004785,D0035,2026-01-25 17:00:58,evening_peak,v070,0.8192713853641704,low,1,3847,confirmed_firework,226
A_v070_0001670,C0004788,D0070,2026-01-16 20:45:01,evening_peak,v070,0.8041758840591131,low,1,5153,false_alarm,58
A_v070_0001671,C0004789,D0113,2026-01-18 19:30:09,evening_peak,v070,0.8826931874111589,medium,1,5445,confirmed_firework,72
A_v070_0001672,C0004793,D0027,2026-01-24 03:28:44,early_morning,v070,0.8661201767598317,medium,1,667,false_alarm,190
A_v070_0001673,C0004794,D0048,2026-01-01 23:12:29,night,v070,0.8182233897663801,low,1,971,confirmed_firework,295
A_v070_0001674,C0004801,D0053,2026-01-16 23:56:53,night,v070,0.8269957682714769,medium,1,4453,confirmed_firework,156
A_v070_0001675,C0004803,D0102,2026-01-23 15:57:40,daytime,v070,0.8112506463487577,low,1,5048,false_alarm,198
A_v070_0001676,C0004804,D0095,2026-01-05 18:54:49,evening_peak,v070,0.9791218449491087,high,1,2495,confirmed_firework,48
A_v070_0001677,C0004814,D0073,2026-01-13 22:47:55,night,v070,0.822053926963602,medium,1,5226,confirmed_firework,110
A_v070_0001678,C0004818,D0067,2026-01-06 22:22:17,night,v070,0.8555735420245195,medium,1,2737,confirmed_firework,294
A_v070_0001679,C0004819,D0071,2026-01-18 21:24:32,night,v070,0.8051222974196286,low,1,3887,confirmed_firework,145
A_v070_0001680,C0004822,D0067,2026-01-25 21:11:55,night,v070,0.7350942517264009,low,1,404,false_alarm,91
A_v070_0001681,C0004823,D0026,2026-01-28 22:48:28,night,v070,0.9108272112959439,high,1,5459,false_alarm,163
A_v070_0001682,C0004828,D0116,2026-01-05 17:02:07,evening_peak,v070,0.804070039605815,low,0,2753,confirmed_firework,103
A_v070_0001683,C0004830,D0098,2026-01-17 14:40:47,daytime,v070,0.8023244759848344,low,1,2499,false_alarm,79
A_v070_0001684,C0004837,D0078,2026-01-16 22:09:36,night,v070,0.8252351881129483,medium,1,2295,confirmed_firework,100
A_v070_0001685,C0004844,D0016,2026-01-25 01:33:25,early_morning,v070,0.8038649127713038,low,1,5070,confirmed_firework,185
A_v070_0001686,C0004848,D0039,2026-01-25 05:28:52,early_morning,v070,0.8137728656781212,low,1,2934,confirmed_firework,193
A_v070_0001687,C0004849,D0032,2026-01-20 23:19:41,night,v070,0.7097623051438807,low,1,3361,false_alarm,110
A_v070_0001688,C0004853,D0050,2026-01-17 19:10:40,evening_peak,v070,0.8035289483753584,low,1,3635,confirmed_firework,208
A_v070_0001689,C0004857,D0062,2026-01-17 23:37:25,night,v070,0.7222529730764939,low,1,278,false_alarm,171
A_v070_0001690,C0004858,D0104,2026-01-16 20:54:35,evening_peak,v070,0.9167101168379854,high,1,2743,confirmed_firework,303
A_v070_0001691,C0004860,D0006,2026-01-18 17:39:12,evening_peak,v070,0.8214081633705067,medium,1,3927,confirmed_firework,253
A_v070_0001692,C0004861,D0100,2026-01-18 22:42:34,night,v070,0.8103608157937762,low,1,3885,confirmed_firework,234
A_v070_0001693,C0004862,D0064,2026-01-05 20:27:48,evening_peak,v070,0.9415971224665015,high,1,1873,confirmed_firework,52
A_v070_0001694,C0004865,D0021,2026-01-09 18:46:59,evening_peak,v070,0.8164007448637046,low,1,758,confirmed_firework,211
A_v070_0001695,C0004867,D0052,2026-01-17 21:40:14,night,v070,0.8181911926211549,low,1,1129,confirmed_firework,277
A_v070_0001696,C0004868,D0027,2026-01-26 13:30:41,daytime,v070,0.9634295394502915,high,1,599,confirmed_firework,232
A_v070_0001697,C0004872,D0043,2026-01-15 19:04:07,evening_peak,v070,0.8219943368921043,medium,1,563,false_alarm,170
A_v070_0001698,C0004888,D0115,2026-01-24 21:24:41,night,v070,0.844659303901796,medium,1,1699,confirmed_firework,269
A_v070_0001699,C0004889,D0111,2026-01-04 22:19:15,night,v070,0.7584154286880213,low,1,4880,false_alarm,44
A_v070_0001700,C0004892,D0009,2026-01-29 20:39:56,evening_peak,v070,0.9579134733720871,high,1,3782,confirmed_firework,153
A_v070_0001701,C0004893,D0059,2026-01-26 21:14:46,night,v070,0.9768022345270666,high,1,3918,confirmed_firework,93
A_v070_0001702,C0004896,D0110,2026-01-10 11:00:05,daytime,v070,0.8031139002317216,low,1,1725,confirmed_firework,115
A_v070_0001703,C0004897,D0095,2026-01-16 23:19:38,night,v070,0.9156067097825985,high,1,5357,confirmed_firework,111
A_v070_0001704,C0004899,D0028,2026-01-20 20:45:42,evening_peak,v070,0.9492637967989848,high,1,3513,confirmed_firework,305
A_v070_0001705,C0004900,D0066,2026-01-05 23:17:35,night,v070,0.8211244676551647,medium,0,851,confirmed_firework,118
A_v070_0001706,C0004901,D0026,2026-01-26 22:18:11,night,v070,0.8103472585220534,low,1,5914,confirmed_firework,74
A_v070_0001707,C0004910,D0096,2026-01-06 22:46:53,night,v070,0.8438552187482021,medium,1,4863,confirmed_firework,310
A_v070_0001708,C0004913,D0031,2026-01-24 17:52:49,evening_peak,v070,0.8278709060102152,medium,1,737,confirmed_firework,268
A_v070_0001709,C0004917,D0026,2026-01-09 03:04:47,early_morning,v070,0.8951817495746947,medium,1,2682,confirmed_firework,40
A_v070_0001710,C0004918,D0104,2026-01-05 06:00:13,early_morning,v070,0.8973508437319405,medium,1,3704,confirmed_firework,51
A_v070_0001711,C0004919,D0119,2026-01-02 14:35:14,daytime,v070,0.8284914702521552,medium,1,2755,false_alarm,198
A_v070_0001712,C0004924,D0035,2026-01-19 19:07:46,evening_peak,v070,0.7335549424103188,low,1,486,false_alarm,95
A_v070_0001713,C0004928,D0038,2026-01-27 22:16:11,night,v070,0.8260568267602267,medium,1,2731,confirmed_firework,273
A_v070_0001714,C0004929,D0032,2026-01-26 20:54:23,evening_peak,v070,0.8283919471950756,medium,0,1793,confirmed_firework,280
A_v070_0001715,C0004930,D0096,2026-01-18 06:53:19,early_morning,v070,0.8023521732836969,low,1,5621,confirmed_firework,126
A_v070_0001716,C0004933,D0067,2026-01-12 05:44:51,early_morning,v070,0.9153107048070477,high,1,3883,confirmed_firework,138
A_v070_0001717,C0004934,D0119,2026-01-13 20:07:06,evening_peak,v070,0.8550614167693862,medium,1,2412,confirmed_firework,178
A_v070_0001718,C0004936,D0101,2026-01-17 16:42:55,daytime,v070,0.8281193558084183,medium,1,3842,confirmed_firework,313
A_v070_0001719,C0004941,D0018,2026-01-16 04:12:43,early_morning,v070,0.9839277328759622,high,1,2664,confirmed_firework,71
A_v070_0001720,C0004942,D0053,2026-01-16 19:28:32,evening_peak,v070,0.8013854228048342,low,1,4119,false_alarm,82
A_v070_0001721,C0004944,D0012,2026-01-16 22:20:18,night,v070,0.8027805089141982,low,0,2163,false_alarm,110
A_v070_0001722,C0004945,D0073,2026-01-25 21:29:46,night,v070,0.8041452266777948,low,1,2311,confirmed_firework,252
A_v070_0001723,C0004949,D0098,2026-01-15 18:03:05,evening_peak,v070,0.8840322058677631,medium,1,1891,confirmed_firework,181
A_v070_0001724,C0004955,D0019,2026-01-26 21:45:34,night,v070,0.8047488439471403,low,1,1832,confirmed_firework,303
A_v070_0001725,C0004956,D0042,2026-01-09 22:25:30,night,v070,0.9182132699505189,high,1,5060,confirmed_firework,89
A_v070_0001726,C0004959,D0085,2026-01-23 21:38:31,night,v070,0.8587233942464197,medium,1,4795,confirmed_firework,51
A_v070_0001727,C0004961,D0026,2026-01-27 21:12:55,night,v070,0.7099357202053742,low,1,1203,false_alarm,84
A_v070_0001728,C0004963,D0080,2026-01-20 05:51:34,early_morning,v070,0.965307580706669,high,1,3439,confirmed_firework,126
A_v070_0001729,C0004966,D0072,2026-01-07 21:27:01,night,v070,0.8173371926296127,low,1,2759,confirmed_firework,291
A_v070_0001730,C0004967,D0107,2026-01-10 22:52:42,night,v070,0.8199692800541073,low,1,826,confirmed_firework,53
A_v070_0001731,C0004975,D0114,2026-01-14 03:38:04,early_morning,v070,0.826400486870828,medium,1,2337,false_alarm,155
A_v070_0001732,C0004976,D0048,2026-01-03 21:15:25,night,v070,0.9693986386239369,high,1,3868,confirmed_firework,230
A_v070_0001733,C0004978,D0008,2026-01-21 16:33:25,daytime,v070,0.821117480128752,medium,1,3688,false_alarm,116
A_v070_0001734,C0004982,D0065,2026-01-28 13:20:31,daytime,v070,0.9190286586599514,high,1,4288,confirmed_firework,168
A_v070_0001735,C0004985,D0057,2026-01-13 19:15:51,evening_peak,v070,0.8054604743612845,low,1,5360,false_alarm,33
A_v070_0001736,C0004990,D0022,2026-01-21 19:26:50,evening_peak,v070,0.8486967257598783,medium,1,3818,confirmed_firework,185
A_v070_0001737,C0004993,D0068,2026-01-23 01:08:24,early_morning,v070,0.9218397939807313,high,1,5804,confirmed_firework,279
A_v070_0001738,C0004995,D0119,2026-01-05 18:46:41,evening_peak,v070,0.8141081317621914,low,1,3209,confirmed_firework,313
A_v070_0001739,C0004996,D0048,2026-01-17 20:29:38,evening_peak,v070,0.8088870032037674,low,1,4601,confirmed_firework,153
A_v070_0001740,C0004998,D0033,2026-01-16 23:47:26,night,v070,0.9825277904941102,high,1,5668,confirmed_firework,311
A_v070_0001741,C0005001,D0092,2026-01-29 10:50:20,daytime,v070,0.8475765626054231,medium,1,4522,false_alarm,103
A_v070_0001742,C0005006,D0076,2026-01-15 01:10:13,early_morning,v070,0.8369618172672462,medium,1,4915,confirmed_firework,198
A_v070_0001743,C0005007,D0107,2026-01-21 22:05:27,night,v070,0.8214742516566468,medium,1,391,false_alarm,59
A_v070_0001744,C0005008,D0098,2026-01-03 03:56:09,early_morning,v070,0.8051259564726573,low,1,5429,confirmed_firework,74
A_v070_0001745,C0005019,D0110,2026-01-03 12:58:47,daytime,v070,0.7149169376663744,low,1,3193,false_alarm,36
A_v070_0001746,C0005021,D0102,2026-01-16 23:06:36,night,v070,0.8043353582154465,low,1,3332,confirmed_firework,115
A_v070_0001747,C0005025,D0023,2026-01-25 21:02:18,night,v070,0.8186054994454689,low,1,5583,confirmed_firework,276
A_v070_0001748,C0005029,D0020,2026-01-24 11:49:49,daytime,v070,0.839554454151245,medium,1,1081,false_alarm,127
A_v070_0001749,C0005033,D0013,2026-01-02 13:39:01,daytime,v070,0.7037623341584804,low,1,3400,false_alarm,202
A_v070_0001750,C0005039,D0044,2026-01-30 21:23:48,night,v070,0.8911366643403431,medium,1,2876,confirmed_firework,85
A_v070_0001751,C0005046,D0079,2026-01-28 23:04:21,night,v070,0.8096628543030377,low,1,487,false_alarm,163
A_v070_0001752,C0005049,D0119,2026-01-02 22:20:28,night,v070,0.7554425134350031,low,1,5397,false_alarm,188
A_v070_0001753,C0005053,D0017,2026-01-25 21:35:42,night,v070,0.8769001358860297,medium,0,351,confirmed_firework,282
A_v070_0001754,C0005054,D0075,2026-01-26 19:44:56,evening_peak,v070,0.8146831614970153,low,1,4321,confirmed_firework,240
A_v070_0001755,C0005060,D0002,2026-01-05 22:13:48,night,v070,0.8177601528204822,low,1,2229,confirmed_firework,81
A_v070_0001756,C0005063,D0099,2026-01-11 22:56:55,night,v070,0.8998737398629547,medium,1,5624,confirmed_firework,231
A_v070_0001757,C0005065,D0104,2026-01-26 04:00:42,early_morning,v070,0.8293163970583757,medium,1,3848,confirmed_firework,129
A_v070_0001758,C0005073,D0065,2026-01-20 09:32:10,daytime,v070,0.8164982874384235,low,1,5430,false_alarm,75
A_v070_0001759,C0005076,D0071,2026-01-10 20:51:43,evening_peak,v070,0.9271398366623801,high,1,4390,confirmed_firework,206
A_v070_0001760,C0005078,D0024,2026-01-17 15:49:47,daytime,v070,0.8070724571189218,low,1,5732,false_alarm,94
A_v070_0001761,C0005079,D0088,2026-01-18 17:18:58,evening_peak,v070,0.958641973940646,high,1,1799,confirmed_firework,155
A_v070_0001762,C0005081,D0008,2026-01-08 21:17:15,night,v070,0.7473963046381868,low,1,508,false_alarm,120
A_v070_0001763,C0005084,D0119,2026-01-22 21:16:14,night,v070,0.9241776481388095,high,0,2322,confirmed_firework,238
A_v070_0001764,C0005086,D0025,2026-01-17 22:54:12,night,v070,0.8507797841627753,medium,1,285,confirmed_firework,61
A_v070_0001765,C0005093,D0006,2026-01-25 17:04:03,evening_peak,v070,0.727020559577636,low,1,4525,false_alarm,171
A_v070_0001766,C0005094,D0033,2026-01-22 22:33:22,night,v070,0.8009946163518062,low,1,3885,confirmed_firework,53
A_v070_0001767,C0005106,D0097,2026-01-03 23:06:03,night,v070,0.8240737539749099,medium,1,2999,confirmed_firework,179
A_v070_0001768,C0005108,D0041,2026-01-12 22:27:42,night,v070,0.7274410243660725,low,1,994,false_alarm,212
A_v070_0001769,C0005109,D0066,2026-01-04 23:15:18,night,v070,0.8365056917270155,medium,1,1872,confirmed_firework,62
A_v070_0001770,C0005113,D0011,2026-01-03 10:32:07,daytime,v070,0.9014584666468324,high,1,2757,confirmed_firework,292
A_v070_0001771,C0005115,D0005,2026-01-14 08:40:12,daytime,v070,0.8142765667082653,low,1,2194,false_alarm,84
A_v070_0001772,C0005116,D0028,2026-01-27 22:56:26,night,v070,0.8037818531914278,low,1,5549,confirmed_firework,231
A_v070_0001773,C0005117,D0107,2026-01-20 23:19:07,night,v070,0.7436950048750414,low,1,1535,false_alarm,56
A_v070_0001774,C0005123,D0100,2026-01-16 21:47:27,night,v070,0.9635657645508748,high,1,4261,confirmed_firework,95
A_v070_0001775,C0005125,D0110,2026-01-22 19:38:10,evening_peak,v070,0.8030508510490695,low,1,2823,confirmed_firework,151
A_v070_0001776,C0005127,D0105,2026-01-02 22:40:00,night,v070,0.8029134477901354,low,1,1683,confirmed_firework,275
A_v070_0001777,C0005128,D0073,2026-01-05 09:56:06,daytime,v070,0.8770347689081661,medium,1,2187,confirmed_firework,80
A_v070_0001778,C0005129,D0080,2026-01-06 22:42:18,night,v070,0.7410361525378824,low,1,2811,false_alarm,180
A_v070_0001779,C0005131,D0066,2026-01-07 22:03:50,night,v070,0.800376223837413,low,1,4229,false_alarm,30
A_v070_0001780,C0005137,D0016,2026-01-24 11:30:56,daytime,v070,0.8181189953959058,low,1,5253,confirmed_firework,191
A_v070_0001781,C0005140,D0011,2026-01-10 17:40:42,evening_peak,v070,0.8455028358212341,medium,1,1791,false_alarm,33
A_v070_0001782,C0005143,D0113,2026-01-25 20:51:29,evening_peak,v070,0.8159244353909955,low,1,3842,confirmed_firework,185
A_v070_0001783,C0005145,D0034,2026-01-05 10:11:27,daytime,v070,0.8161211764970181,low,1,3008,confirmed_firework,199
A_v070_0001784,C0005148,D0095,2026-01-21 20:23:08,evening_peak,v070,0.8111375564138347,low,1,2992,false_alarm,63
A_v070_0001785,C0005167,D0021,2026-01-09 17:07:58,evening_peak,v070,0.8238089960038538,medium,1,5057,confirmed_firework,151
A_v070_0001786,C0005168,D0073,2026-01-18 22:31:26,night,v070,0.8620957386415339,medium,1,422,confirmed_firework,48
A_v070_0001787,C0005169,D0036,2026-01-01 21:02:30,night,v070,0.8133906112906489,low,1,3369,false_alarm,167
A_v070_0001788,C0005175,D0060,2026-01-13 21:18:56,night,v070,0.8062699293880516,low,1,3244,confirmed_firework,190
A_v070_0001789,C0005176,D0082,2026-01-27 23:33:29,night,v070,0.8365496277817619,medium,1,5042,false_alarm,154
A_v070_0001790,C0005183,D0056,2026-01-10 14:48:29,daytime,v070,0.8044717050166275,low,1,4630,confirmed_firework,209
A_v070_0001791,C0005190,D0058,2026-01-23 10:25:17,daytime,v070,0.7056843562998625,low,1,4172,false_alarm,60
A_v070_0001792,C0005191,D0067,2026-01-10 21:01:16,night,v070,0.8099805290607878,low,1,878,confirmed_firework,144
A_v070_0001793,C0005193,D0060,2026-01-15 20:32:17,evening_peak,v070,0.8024835247101447,low,1,2833,confirmed_firework,289
A_v070_0001794,C0005198,D0035,2026-01-04 22:04:17,night,v070,0.8207700354416733,medium,1,3862,confirmed_firework,318
A_v070_0001795,C0005200,D0061,2026-01-05 21:05:21,night,v070,0.8165096052316984,low,1,3140,confirmed_firework,50
A_v070_0001796,C0005201,D0034,2026-01-05 18:33:47,evening_peak,v070,0.8970601325845976,medium,1,4130,confirmed_firework,164
A_v070_0001797,C0005207,D0081,2026-01-10 05:36:56,early_morning,v070,0.8090739157930336,low,1,2025,confirmed_firework,212
A_v070_0001798,C0005208,D0107,2026-01-04 17:42:29,evening_peak,v070,0.8442530464791661,medium,1,4883,confirmed_firework,137
A_v070_0001799,C0005212,D0051,2026-01-16 18:29:10,evening_peak,v070,0.9238737154842848,high,1,3269,confirmed_firework,202
A_v070_0001800,C0005215,D0031,2026-01-10 02:43:42,early_morning,v070,0.8132108062183538,low,1,3064,false_alarm,186
A_v070_0001801,C0005220,D0045,2026-01-16 22:10:47,night,v070,0.8145860484537764,low,1,3372,confirmed_firework,104
A_v070_0001802,C0005223,D0034,2026-01-19 20:31:55,evening_peak,v070,0.7479438622346666,low,1,5702,false_alarm,97
A_v070_0001803,C0005225,D0067,2026-01-21 06:06:34,early_morning,v070,0.8231785062075809,medium,1,2221,confirmed_firework,240
A_v070_0001804,C0005231,D0021,2026-01-23 21:41:33,night,v070,0.9174083439786603,high,1,4382,confirmed_firework,205
A_v070_0001805,C0005232,D0071,2026-01-09 20:04:56,evening_peak,v070,0.8344718872496668,medium,1,1130,confirmed_firework,218
A_v070_0001806,C0005233,D0039,2026-01-07 22:23:02,night,v070,0.812678775665907,low,1,3319,confirmed_firework,137
A_v070_0001807,C0005240,D0018,2026-01-03 19:19:28,evening_peak,v070,0.915476901786345,high,1,5150,confirmed_firework,291
A_v070_0001808,C0005246,D0027,2026-01-17 06:23:10,early_morning,v070,0.8286514240052661,medium,1,2351,confirmed_firework,180
A_v070_0001809,C0005248,D0011,2026-01-27 03:32:43,early_morning,v070,0.8048784277323636,low,1,1869,confirmed_firework,264
A_v070_0001810,C0005260,D0056,2026-01-18 22:41:45,night,v070,0.8224042501487088,medium,1,1315,confirmed_firework,142
A_v070_0001811,C0005262,D0115,2026-01-01 17:39:41,evening_peak,v070,0.8899360766349322,medium,1,4246,confirmed_firework,97
A_v070_0001812,C0005266,D0108,2026-01-11 21:01:18,night,v070,0.8189466304886934,low,1,5996,confirmed_firework,254
A_v070_0001813,C0005268,D0058,2026-01-25 18:01:46,evening_peak,v070,0.8012696022373884,low,1,5717,confirmed_firework,113
A_v070_0001814,C0005273,D0048,2026-01-25 02:57:47,early_morning,v070,0.8102088704299651,low,1,4849,confirmed_firework,103
A_v070_0001815,C0005275,D0107,2026-01-06 21:06:41,night,v070,0.8591357998786272,medium,1,1151,confirmed_firework,178
A_v070_0001816,C0005288,D0015,2026-01-11 05:24:07,early_morning,v070,0.8181083026048971,low,1,1512,confirmed_firework,76
A_v070_0001817,C0005289,D0015,2026-01-12 19:50:39,evening_peak,v070,0.805009609425159,low,1,1705,false_alarm,134
A_v070_0001818,C0005291,D0087,2026-01-16 21:16:13,night,v070,0.8243668169931808,medium,1,513,confirmed_firework,216
A_v070_0001819,C0005301,D0095,2026-01-16 20:19:59,evening_peak,v070,0.8163114683151903,low,1,2176,confirmed_firework,310
A_v070_0001820,C0005305,D0063,2026-01-10 22:35:19,night,v070,0.8039222450753198,low,1,1092,confirmed_firework,159
A_v070_0001821,C0005310,D0101,2026-01-08 20:41:55,evening_peak,v070,0.8237990624180472,medium,1,969,false_alarm,81
A_v070_0001822,C0005311,D0012,2026-01-23 17:54:24,evening_peak,v070,0.9100161286304254,high,1,1798,confirmed_firework,101
A_v070_0001823,C0005313,D0029,2026-01-18 21:53:08,night,v070,0.8402273897318666,medium,0,4130,confirmed_firework,280
A_v070_0001824,C0005321,D0100,2026-01-16 14:49:53,daytime,v070,0.874703276543231,medium,1,4747,confirmed_firework,159
A_v070_0001825,C0005330,D0018,2026-01-09 22:41:12,night,v070,0.8064276783991199,low,1,4043,confirmed_firework,51
A_v070_0001826,C0005331,D0011,2026-01-03 09:12:03,daytime,v070,0.8033654953169725,low,1,1931,false_alarm,63
A_v070_0001827,C0005333,D0100,2026-01-19 13:38:01,daytime,v070,0.8259064448218284,medium,1,3536,confirmed_firework,197
A_v070_0001828,C0005335,D0065,2026-01-04 00:00:49,night,v070,0.8347158765185911,medium,1,1342,confirmed_firework,221
A_v070_0001829,C0005336,D0003,2026-01-12 20:34:50,evening_peak,v070,0.8537636556744183,medium,1,5330,confirmed_firework,110
A_v070_0001830,C0005339,D0023,2026-01-26 21:23:03,night,v070,0.9201756056729746,high,0,5518,confirmed_firework,220
A_v070_0001831,C0005341,D0079,2026-01-08 18:05:29,evening_peak,v070,0.8179090648860405,low,1,2308,false_alarm,126
A_v070_0001832,C0005345,D0018,2026-01-25 21:04:41,night,v070,0.8016086858881412,low,1,4372,confirmed_firework,57
A_v070_0001833,C0005347,D0028,2026-01-18 23:14:31,night,v070,0.9199352667905739,high,1,4672,confirmed_firework,66
A_v070_0001834,C0005348,D0028,2026-01-16 12:34:32,daytime,v070,0.8073339745343551,low,1,2130,confirmed_firework,73
A_v070_0001835,C0005355,D0002,2026-01-26 21:15:36,night,v070,0.9481478282629792,high,1,5912,confirmed_firework,80
A_v070_0001836,C0005356,D0075,2026-01-12 08:29:05,daytime,v070,0.9017733483447996,high,1,2134,false_alarm,56
A_v070_0001837,C0005357,D0048,2026-01-20 22:09:35,night,v070,0.8279056071935673,medium,1,623,confirmed_firework,163
A_v070_0001838,C0005358,D0066,2026-01-01 16:13:46,daytime,v070,0.88370515183589,medium,0,1628,confirmed_firework,93
A_v070_0001839,C0005359,D0036,2026-01-11 22:39:26,night,v070,0.8034921915758798,low,1,2933,confirmed_firework,126
A_v070_0001840,C0005362,D0041,2026-01-22 18:23:11,evening_peak,v070,0.7489398462086908,low,1,1212,false_alarm,196
A_v070_0001841,C0005373,D0047,2026-01-24 06:21:08,early_morning,v070,0.8176419385057612,low,1,4678,confirmed_firework,253
A_v070_0001842,C0005376,D0010,2026-01-12 22:11:50,night,v070,0.70631997525066,low,1,3062,false_alarm,26
A_v070_0001843,C0005378,D0079,2026-01-20 18:06:29,evening_peak,v070,0.7268979780041033,low,1,1562,false_alarm,184
A_v070_0001844,C0005381,D0078,2026-01-06 10:12:44,daytime,v070,0.8036000316169261,low,1,1980,false_alarm,166
A_v070_0001845,C0005382,D0100,2026-01-25 23:12:19,night,v070,0.8890411763327413,medium,1,1209,confirmed_firework,308
A_v070_0001846,C0005383,D0012,2026-01-16 22:21:49,night,v070,0.8001131498464676,low,1,1789,confirmed_firework,256
A_v070_0001847,C0005384,D0019,2026-01-12 17:29:20,evening_peak,v070,0.8161558509727632,low,1,1038,false_alarm,139
A_v070_0001848,C0005386,D0012,2026-01-17 20:55:34,evening_peak,v070,0.8139186026503338,low,1,3101,confirmed_firework,228
A_v070_0001849,C0005389,D0068,2026-01-08 14:25:17,daytime,v070,0.8057353436529773,low,1,1868,confirmed_firework,287
A_v070_0001850,C0005390,D0021,2026-01-21 14:47:18,daytime,v070,0.862518361594467,medium,1,4393,confirmed_firework,78
A_v070_0001851,C0005391,D0110,2026-01-26 17:48:55,evening_peak,v070,0.8884311135138557,medium,1,4222,confirmed_firework,287
A_v070_0001852,C0005398,D0044,2026-01-16 17:02:12,evening_peak,v070,0.8187603435744615,low,1,2457,confirmed_firework,200
A_v070_0001853,C0005399,D0115,2026-01-24 07:42:49,early_morning,v070,0.903229588467716,high,1,2427,confirmed_firework,103
A_v070_0001854,C0005400,D0114,2026-01-29 21:46:39,night,v070,0.8171999521168505,low,1,3533,confirmed_firework,95
A_v070_0001855,C0005402,D0023,2026-01-24 20:12:17,evening_peak,v070,0.8154845375833535,low,1,566,false_alarm,146
A_v070_0001856,C0005403,D0009,2026-01-05 22:02:03,night,v070,0.8145655287705291,low,0,2146,confirmed_firework,67
A_v070_0001857,C0005408,D0034,2026-01-10 22:57:05,night,v070,0.8139821490210991,low,1,4074,confirmed_firework,291
A_v070_0001858,C0005416,D0002,2026-01-13 06:46:22,early_morning,v070,0.8501550071064656,medium,1,5776,confirmed_firework,239
A_v070_0001859,C0005420,D0060,2026-01-14 06:22:37,early_morning,v070,0.8010610186674425,low,1,1949,confirmed_firework,294
A_v070_0001860,C0005423,D0119,2026-01-04 22:16:06,night,v070,0.8026991526662033,low,1,1523,confirmed_firework,163
A_v070_0001861,C0005425,D0015,2026-01-02 20:17:08,evening_peak,v070,0.8266411590478483,medium,1,4410,confirmed_firework,52
A_v070_0001862,C0005426,D0069,2026-01-27 04:41:01,early_morning,v070,0.8023817142874484,low,1,2833,confirmed_firework,285
A_v070_0001863,C0005432,D0080,2026-01-03 16:06:50,daytime,v070,0.8116988945643583,low,1,4454,false_alarm,134
A_v070_0001864,C0005434,D0059,2026-01-16 04:14:31,early_morning,v070,0.9542077058954457,high,1,3492,confirmed_firework,120
A_v070_0001865,C0005436,D0011,2026-01-08 19:26:48,evening_peak,v070,0.8834611787236222,medium,1,1623,false_alarm,72
A_v070_0001866,C0005437,D0074,2026-01-16 22:10:43,night,v070,0.8165211735651446,low,1,1501,confirmed_firework,116
A_v070_0001867,C0005438,D0119,2026-01-17 00:41:12,early_morning,v070,0.8224626814006997,medium,1,4176,confirmed_firework,41
A_v070_0001868,C0005443,D0015,2026-01-11 13:31:42,daytime,v070,0.9377363092735193,high,1,2805,confirmed_firework,189
A_v070_0001869,C0005444,D0069,2026-01-16 00:29:31,early_morning,v070,0.824117511312141,medium,1,2517,confirmed_firework,243
A_v070_0001870,C0005445,D0071,2026-01-15 22:07:16,night,v070,0.8257602869512128,medium,1,5912,false_alarm,33
A_v070_0001871,C0005446,D0101,2026-01-09 00:49:24,early_morning,v070,0.8495746895578494,medium,1,1903,confirmed_firework,190
A_v070_0001872,C0005449,D0063,2026-01-03 23:41:36,night,v070,0.8686185910320938,medium,1,3549,confirmed_firework,73
A_v070_0001873,C0005451,D0080,2026-01-11 20:39:49,evening_peak,v070,0.9550685000463452,high,1,5566,confirmed_firework,97
A_v070_0001874,C0005456,D0093,2026-01-21 05:21:15,early_morning,v070,0.8785044109161885,medium,1,4004,confirmed_firework,93
A_v070_0001875,C0005462,D0079,2026-01-05 02:56:19,early_morning,v070,0.81787063973524,low,1,2495,confirmed_firework,116
A_v070_0001876,C0005470,D0113,2026-01-27 18:42:18,evening_peak,v070,0.8184735651976268,low,1,4319,confirmed_firework,46
A_v070_0001877,C0005472,D0106,2026-01-20 16:25:43,daytime,v070,0.9455122686602534,high,1,2920,confirmed_firework,91
A_v070_0001878,C0005475,D0109,2026-01-20 19:18:27,evening_peak,v070,0.8151047503730031,low,1,4291,false_alarm,44
A_v070_0001879,C0005478,D0089,2026-01-13 21:09:55,night,v070,0.8166398794390239,low,1,2526,false_alarm,95
A_v070_0001880,C0005481,D0100,2026-01-26 02:26:11,early_morning,v070,0.8362201661267454,medium,1,5767,confirmed_firework,67
A_v070_0001881,C0005484,D0048,2026-01-24 15:27:25,daytime,v070,0.9562744725486166,high,1,5091,confirmed_firework,94
A_v070_0001882,C0005486,D0007,2026-01-26 18:14:15,evening_peak,v070,0.8292610128794545,medium,1,1177,confirmed_firework,220
A_v070_0001883,C0005489,D0073,2026-01-04 23:33:31,night,v070,0.8477486789083621,medium,1,5079,confirmed_firework,169
A_v070_0001884,C0005490,D0073,2026-01-24 18:51:01,evening_peak,v070,0.8121400701730925,low,1,3922,confirmed_firework,311
A_v070_0001885,C0005492,D0109,2026-01-05 14:44:14,daytime,v070,0.8078468738281792,low,1,1170,confirmed_firework,258
